Time(s),CH1V,CH2V,CH3V
-5.060000e-03,3.573333e-02,4.592267e+00,-3.333334e-02
-5.040000e-03,3.146667e-02,4.588000e+00,1.840000e-02
-5.020000e-03,4.880000e-02,4.613600e+00,-4.293333e-02
-5.000000e-03,3.573333e-02,4.600800e+00,8.800000e-03
-4.980000e-03,4.880000e-02,4.626667e+00,-3.813333e-02
-4.960000e-03,5.306667e-02,4.592267e+00,-2.400000e-02
-4.940000e-03,4.453333e-02,4.600800e+00,-4.293333e-02
-4.920000e-03,2.720000e-02,4.583734e+00,-9.866667e-03
-4.900000e-03,6.186667e-02,4.626667e+00,-4.293333e-02
-4.880000e-03,4.880000e-02,4.609334e+00,1.840000e-02
-4.860000e-03,4.026667e-02,4.600800e+00,-3.813333e-02
-4.840000e-03,3.573333e-02,4.605067e+00,1.840000e-02
-4.820000e-03,4.880000e-02,4.596533e+00,-1.920000e-02
-4.800000e-03,3.573333e-02,4.592267e+00,-5.066667e-03
-4.780000e-03,4.453333e-02,4.596533e+00,1.840000e-02
-4.760000e-03,7.893334e-02,4.622400e+00,-5.066667e-03
-4.740000e-03,3.573333e-02,4.605067e+00,-5.333333e-04
-4.720000e-03,3.146667e-02,4.596533e+00,-1.920000e-02
-4.700000e-03,5.306667e-02,4.596533e+00,-5.706667e-02
-4.680000e-03,4.880000e-02,4.596533e+00,2.773333e-02
-4.660000e-03,2.720000e-02,4.596533e+00,4.266667e-03
-4.640000e-03,6.613334e-02,4.600800e+00,-1.920000e-02
-4.620000e-03,3.573333e-02,4.583734e+00,-3.333334e-02
-4.600000e-03,3.573333e-02,4.592267e+00,4.266667e-03
-4.580000e-03,7.040000e-02,4.622400e+00,-1.466667e-02
-4.560000e-03,2.720000e-02,4.605067e+00,-9.866667e-03
-4.540000e-03,4.026667e-02,4.583734e+00,2.773333e-02
-4.520000e-03,3.573333e-02,4.600800e+00,-3.333334e-02
-4.500000e-03,4.123734e+00,4.609334e+00,-2.400000e-02
-4.480000e-03,4.330934e+00,4.583734e+00,4.266667e-03
-4.460000e-03,4.443200e+00,4.596533e+00,2.293333e-02
-4.440000e-03,4.503467e+00,4.583734e+00,-5.333333e-04
-4.420000e-03,4.572534e+00,4.596533e+00,-5.066667e-03
-4.400000e-03,4.607200e+00,4.613600e+00,-9.866667e-03
-4.380000e-03,4.611467e+00,4.588000e+00,-1.920000e-02
-4.360000e-03,4.598667e+00,4.592267e+00,-1.920000e-02
-4.340000e-03,4.607200e+00,4.617867e+00,1.840000e-02
-4.320000e-03,4.624533e+00,4.605067e+00,-4.746667e-02
-4.300000e-03,4.620267e+00,4.605067e+00,-4.293333e-02
-4.280000e-03,4.620267e+00,4.579467e+00,-9.866667e-03
-4.260000e-03,4.624533e+00,4.592267e+00,-4.293333e-02
-4.240000e-03,4.633067e+00,4.600800e+00,-5.706667e-02
-4.220000e-03,4.607200e+00,4.592267e+00,-5.333333e-04
-4.200000e-03,4.624533e+00,4.617867e+00,4.266667e-03
-4.180000e-03,4.633067e+00,4.588000e+00,-1.920000e-02
-4.160000e-03,4.620267e+00,4.605067e+00,-3.813333e-02
-4.140000e-03,4.641600e+00,4.626667e+00,-3.333334e-02
-4.120000e-03,4.585600e+00,4.553600e+00,-9.866667e-03
-4.100000e-03,4.624533e+00,4.617867e+00,-4.293333e-02
-4.080000e-03,4.607200e+00,4.605067e+00,-5.066667e-03
-4.060000e-03,4.633067e+00,4.596533e+00,-2.880000e-02
-4.040000e-03,4.620267e+00,4.596533e+00,-1.466667e-02
-4.020000e-03,4.589867e+00,4.596533e+00,-1.920000e-02
-4.000000e-03,4.620267e+00,4.583734e+00,-5.333333e-04
-3.980000e-03,4.611467e+00,4.588000e+00,-1.466667e-02
-3.960000e-03,4.624533e+00,4.592267e+00,-9.866667e-03
-3.940000e-03,4.624533e+00,4.596533e+00,-5.333333e-04
-3.920000e-03,4.637333e+00,4.596533e+00,-2.880000e-02
-3.900000e-03,4.624533e+00,4.609334e+00,-9.866667e-03
-3.880000e-03,4.633067e+00,4.596533e+00,-2.880000e-02
-3.860000e-03,4.633067e+00,4.600800e+00,-9.866667e-03
-3.840000e-03,4.641600e+00,4.609334e+00,-2.400000e-02
-3.820000e-03,4.602933e+00,4.588000e+00,-9.866667e-03
-3.800000e-03,4.628800e+00,4.617867e+00,8.800000e-03
-3.780000e-03,4.611467e+00,4.613600e+00,1.360000e-02
-3.760000e-03,4.611467e+00,4.605067e+00,-5.333333e-04
-3.740000e-03,4.611467e+00,4.617867e+00,4.266667e-03
-3.720000e-03,4.615733e+00,4.596533e+00,-3.333334e-02
-3.700000e-03,4.628800e+00,4.596533e+00,-4.293333e-02
-3.680000e-03,4.646133e+00,4.609334e+00,-4.293333e-02
-3.660000e-03,4.602933e+00,8.800000e-03,1.840000e-02
-3.640000e-03,4.633067e+00,2.160000e-02,-1.466667e-02
-3.620000e-03,4.615733e+00,3.013333e-02,-9.866667e-03
-3.600000e-03,4.607200e+00,2.160000e-02,8.800000e-03
-3.580000e-03,4.620267e+00,4.320000e-02,2.293333e-02
-3.560000e-03,4.602933e+00,2.586667e-02,8.800000e-03
-3.540000e-03,4.628800e+00,2.160000e-02,8.800000e-03
-3.520000e-03,4.615733e+00,3.866667e-02,-1.920000e-02
-3.500000e-03,4.615733e+00,8.800000e-03,8.800000e-03
-3.480000e-03,4.611467e+00,2.586667e-02,-3.333334e-02
-3.460000e-03,4.628800e+00,3.440000e-02,-4.746667e-02
-3.440000e-03,4.624533e+00,1.733333e-02,-1.920000e-02
-3.420000e-03,4.615733e+00,1.306667e-02,-5.333333e-04
-3.400000e-03,4.607200e+00,2.666667e-04,-5.333333e-04
-3.380000e-03,4.598667e+00,3.866667e-02,-5.066667e-03
-3.360000e-03,4.589867e+00,2.160000e-02,-9.866667e-03
-3.340000e-03,4.615733e+00,2.160000e-02,-1.920000e-02
-3.320000e-03,4.624533e+00,3.013333e-02,-3.333334e-02
-3.300000e-03,4.620267e+00,2.160000e-02,-2.400000e-02
